date_and_time,lat,lon,speed
18-07-27 11:14:55.600,12.358365155,76.596036665,0
18-07-27 11:14:55.800,12.358365131667,76.596036696667,0
18-07-27 11:14:56.000,12.35836499,76.596036788333,0
18-07-27 11:14:56.200,12.358364835,76.59603687,0
18-07-27 11:14:56.400,12.358365053333,76.59603667,0
18-07-27 11:14:56.600,12.358364948333,76.596036655,0
18-07-27 11:14:56.800,12.358364781667,76.596036676667,0
18-07-27 11:14:57.000,12.358364521667,76.596036671667,0
18-07-27 11:14:57.200,12.358364313333,76.596036698333,0
18-07-27 11:14:57.400,12.35836414,76.59603676,0
18-07-27 11:14:57.600,12.358364275,76.59603665,0
18-07-27 11:14:57.800,12.358364228333,76.596036671667,0
18-07-27 11:14:58.000,12.358364068333,76.596036713333,0
18-07-27 11:14:58.200,12.358363923333,76.59603675,0
18-07-27 11:14:58.400,12.358364151667,76.596036561667,1
18-07-27 11:14:58.600,12.358363521667,76.596036773333,0
18-07-27 11:14:58.800,12.3583631,76.596036825,1
18-07-27 11:15:00.000,12.35836103,76.59603743,1
18-07-27 11:15:00.200,12.358361026667,76.59603743,1
18-07-27 11:15:00.400,12.358361085,76.596037016667,1
18-07-27 11:15:00.600,12.358361526667,76.596036716667,1
18-07-27 11:15:00.800,12.358361528333,76.596036185,2
18-07-27 11:15:01.000,12.358361465,76.5960354,2
18-07-27 11:15:01.200,12.35836127,76.596034996667,1
18-07-27 11:15:01.400,12.358361043333,76.59603479,1
18-07-27 11:15:01.600,12.358360931667,76.596034453333,0
18-07-27 11:15:01.800,12.358360583333,76.596034158333,1
18-07-27 11:15:02.000,12.35835989,76.596033906667,2
18-07-27 11:15:02.200,12.358359373333,76.596033866667,1
18-07-27 11:15:02.400,12.358358416667,76.59603413,2
18-07-27 11:15:02.600,12.358357861667,76.596034268333,2
18-07-27 11:15:02.800,12.358357481667,76.596034418333,1
18-07-27 11:15:03.000,12.358357345,76.596034528333,0
18-07-27 11:15:03.200,12.358357406667,76.596034666667,1
18-07-27 11:15:03.400,12.358357765,76.596034325,2
18-07-27 11:15:03.600,12.358358041667,76.596033935,1
18-07-27 11:15:03.800,12.358358045,76.596033806667,0
18-07-27 11:15:04.000,12.358357835,76.59603377,1
18-07-27 11:15:04.200,12.358357518333,76.596033611667,1
18-07-27 11:15:04.400,12.358357781667,76.596033416667,1
18-07-27 11:15:04.600,12.358357848333,76.596033268333,1
18-07-27 11:15:04.800,12.35835786,76.596033211667,0
18-07-27 11:15:05.000,12.358357905,76.596033178333,0
18-07-27 11:15:05.200,12.358357931667,76.596033141667,0
18-07-27 11:15:05.400,12.358357901667,76.596033056667,0
18-07-27 11:15:05.600,12.358357836667,76.59603277,1
18-07-27 11:15:05.800,12.358357795,76.596032591667,0
18-07-27 11:15:06.000,12.358357781667,76.596032413333,0
18-07-27 11:15:06.200,12.358357871667,76.596032181667,1
18-07-27 11:15:06.400,12.358357851667,76.596032096667,0
18-07-27 11:15:06.600,12.358357808333,76.596032081667,0
18-07-27 11:15:06.800,12.358357768333,76.59603216,1
18-07-27 11:15:07.000,12.358357681667,76.596032388333,1
18-07-27 11:15:07.200,12.358357475,76.596032638333,1
18-07-27 11:15:07.400,12.358357036667,76.596032768333,1
18-07-27 11:15:07.600,12.358356781667,76.596033055,1
18-07-27 11:15:07.800,12.358356428333,76.596033148333,1
18-07-27 11:15:08.000,12.358356091667,76.596033021667,1
18-07-27 11:15:08.200,12.358355658333,76.596032755,1
18-07-27 11:15:08.400,12.358355295,76.596032583333,1
18-07-27 11:15:08.600,12.358354996667,76.596032343333,1
18-07-27 11:15:08.800,12.358354801667,76.596031966667,1
18-07-27 11:15:09.000,12.35835431,76.596031481667,2
18-07-27 11:15:09.200,12.358353328333,76.596031173333,2
18-07-27 11:15:09.400,12.358352146667,76.596030906667,2
18-07-27 11:15:09.600,12.35835091,76.596030961667,3
18-07-27 11:15:09.800,12.35834947,76.596030983333,4
18-07-27 11:15:10.000,12.35834785,76.596030971667,4
18-07-27 11:15:10.200,12.358346545,76.596030798333,3
18-07-27 11:15:10.400,12.35834509,76.596030275,3
18-07-27 11:15:10.600,12.358343548333,76.59602993,3
18-07-27 11:15:10.800,12.358342126667,76.596029626667,3
18-07-27 11:15:11.000,12.358340216667,76.596029593333,4
18-07-27 11:15:11.200,12.358338453333,76.596029463333,4
18-07-27 11:15:11.400,12.358337131667,76.596029253333,2
18-07-27 11:15:11.600,12.35833497,76.596028705,4
18-07-27 11:15:11.800,12.358333673333,76.596028298333,3
18-07-27 11:15:12.000,12.358332395,76.596028066667,2
18-07-27 11:15:12.200,12.358331258333,76.596028108333,2
18-07-27 11:15:12.400,12.358329703333,76.596027945,3
18-07-27 11:15:12.600,12.358327153333,76.59602749,6
18-07-27 11:15:12.800,12.3583261,76.59602738,3
18-07-27 11:15:13.000,12.358323993333,76.596026803333,5
18-07-27 11:15:13.200,12.358322866667,76.596026781667,4
18-07-27 11:15:13.400,12.358320163333,76.59602603,4
18-07-27 11:15:13.600,12.358318331667,76.596025685,4
18-07-27 11:15:13.800,12.35831618,76.596025576667,4
18-07-27 11:15:14.000,12.358314178333,76.596025408333,4
18-07-27 11:15:14.200,12.358312151667,76.596025465,4
18-07-27 11:15:14.400,12.358311036667,76.596025438333,2
18-07-27 11:15:14.600,12.358309365,76.596025326667,3
18-07-27 11:15:14.800,12.358308061667,76.596024976667,2
18-07-27 11:15:15.000,12.358307178333,76.5960247,1
18-07-27 11:15:15.200,12.358305553333,76.596024981667,5
18-07-27 11:15:15.400,12.358303965,76.596025721667,5
18-07-27 11:15:15.600,12.358302196667,76.596026708333,5
18-07-27 11:15:15.800,12.358300636667,76.596027593333,4
18-07-27 11:15:16.000,12.358298798333,76.596028688333,5
18-07-27 11:15:16.200,12.358296816667,76.596029196667,5
18-07-27 11:15:16.400,12.358295255,76.596029553333,4
18-07-27 11:15:16.600,12.358294711667,76.596031095,5
18-07-27 11:15:17.200,12.358286808333,76.596031583333,12
18-07-27 11:15:17.400,12.358286725,76.596033585,7
18-07-27 11:15:17.600,12.358287733333,76.596036155,9
18-07-27 11:15:17.800,12.358286435,76.596037668333,6
18-07-27 11:15:18.000,12.358284765,76.596037431667,3
18-07-27 11:15:18.800,12.358279648333,76.596041456667,3
18-07-27 11:15:19.000,12.35827676,76.596036736667,6
18-07-27 11:15:19.200,12.358272926667,76.59603719,8
18-07-27 11:15:20.000,12.358271331667,76.59603411,6
18-07-27 11:15:20.200,12.35826912,76.596032288333,7
18-07-27 11:15:20.600,12.358265221667,76.596026898333,7
18-07-27 11:15:20.800,12.358263791667,76.596023565,8
18-07-27 11:15:21.000,12.358261283333,76.596016131667,11
18-07-27 11:15:21.200,12.358262888333,76.596032068333,3
