Y,X,utc,numSV
12.3582580533333,76.5962292016667,11:16:11,8
12.358203755,76.596053235,11:15:34,10
12.3582432816667,76.5962212016667,11:24:22,6
12.35822961,76.5962528183333,11:16:05,9
12.358338895,76.5960320333333,11:16:45,8
12.3583578483333,76.5960332683333,11:15:04,7
12.35833793,76.59603666,11:17:10,7
12.3582841616667,76.5961890583333,11:16:17,8
12.3582543466667,76.5962015716667,11:24:12,3
12.3582142975337,76.5961871740334,11:24:36,8
12.358364275,76.59603665,11:14:57,6
12.3582485466667,76.596206745,11:24:49,7
12.3583351066667,76.5960495183333,11:16:39,9
12.3582806533333,76.5961962083333,11:16:16,7
12.3583584166667,76.59603413,11:15:02,9
12.3582729266667,76.59603719,11:15:19,3
12.35830073,76.5961533266667,11:16:24,8
12.3582090766667,76.5962452416667,11:16:01,9
12.3582024383333,76.5960481416667,11:15:32,9
12.3582379605117,76.5961888537076,11:24:39,7
12.3583339733333,76.596034075,11:17:39,9
12.3583391816667,76.59603194,11:16:47,6
12.35825354,76.5962082883333,11:24:51,8
12.35823997,76.596186335,11:24:44,8
12.3583366733333,76.5960353533333,11:17:04,7
12.3583340216667,76.5960340733333,11:17:40,9
12.3583366383333,76.5960347466667,11:17:00,8
12.3583578516667,76.5960320966667,11:15:06,7
12.35819938,76.5962182116667,11:15:57,7
12.3582541516667,76.5962055933333,11:24:56,6
12.35833864,76.5960321533333,11:16:49,6
12.3582015533333,76.59602784,11:15:30,8
12.358242615,76.5960174266667,11:15:23,4
12.35825526,76.59620302,11:24:18,6
12.3582047933333,76.5960583583333,11:15:35,9
12.358307765,76.5961383433333,11:16:26,10
12.3583387183333,76.5960405766667,11:17:13,9
12.3583334916667,76.5960351116667,11:17:29,7
12.3582086142004,76.5961943323667,11:24:34,8
12.3583382583333,76.5960337366667,11:16:55,7
12.358203815,76.59607849,11:15:39,8
12.3582946583333,76.5961664833333,11:16:21,8
12.3582530066667,76.5961976633333,11:24:05,5
12.358364835,76.59603687,11:14:56,5
12.3582952833333,76.596165335,11:16:22,7
12.35823325,76.59618545,11:24:43,7
12.35825466,76.596206495,11:24:52,8
12.35820263,76.5961786883333,11:24:37,8
12.35832305,76.596095805,11:16:33,10
12.358312675,76.596124805,11:16:28,10
12.3582486233333,76.5962051633333,11:24:48,7
12.3583235333333,76.5960943616667,11:16:33,10
12.3582031766667,76.59612742,11:15:46,9
12.3583268133333,76.59608392,11:16:34,9
12.358303685,76.5961452333333,11:16:25,7
12.3583369766667,76.59603453,11:16:59,8
12.35833588,76.5960353016667,11:17:17,7
12.358204155,76.5961382116667,11:15:47,8
12.3582494683333,76.5962103666667,11:24:20,7
12.3582025516667,76.596122305,11:15:45,7
12.358355295,76.5960325833333,11:15:08,8
12.35833354,76.596055845,11:16:38,10
12.3582065892004,76.5962077990334,11:24:32,7
12.3582439533333,76.596248185,11:16:07,9
12.3583171516667,76.596112885,11:16:30,9
12.3583347583333,76.5960349316667,11:17:25,8
12.3582045216667,76.596147595,11:15:48,8
12.3583605833333,76.5960341583333,11:15:01,9
12.3583336033333,76.59603516,11:17:28,7
12.3583320483333,76.5960344,11:17:34,10
12.3582022533333,76.59608636,11:15:40,7
12.3583388333333,76.5960333716667,11:16:53,7
12.358198705,76.5960189783333,11:15:29,8
12.3583392583333,76.5960316433333,11:16:43,8
12.3583358833333,76.5960344066667,11:16:57,7
12.358252625,76.5961977416667,11:24:04,4
12.3582015083333,76.59610504,11:15:43,7
12.3583306866667,76.596069795,11:16:36,10
12.3581993433333,76.5960628566667,11:15:37,5
12.3582080216667,76.5962441183333,11:16:01,9
12.3582291333333,76.5961862816667,11:24:42,7
12.358322135,76.5960989166667,11:16:32,9
12.3582543783333,76.596206095,11:24:53,6
12.358335335,76.5960356416667,11:17:23,7
12.35820432,76.59614593,11:15:48,7
12.35823868,76.5960170166667,11:15:24,6
12.3582077125337,76.5962161390334,11:24:31,7
12.358231065,76.5962528933333,11:16:05,9
12.3582093792004,76.5962220490334,11:24:30,7
12.3583351233333,76.5960352516667,11:17:24,7
12.3583144566667,76.596121055,11:16:29,10
12.35822678,76.5962528066667,11:16:04,9
12.3583609316667,76.5960344533333,11:15:01,9
12.358254125,76.5962032216667,11:24:09,7
12.358254155,76.596204075,11:24:15,7
12.3581996983333,76.59622649,11:15:58,7
12.358254045,76.5962071166667,11:24:51,6
12.3583343133333,76.596035065,11:17:26,8
12.3582421371784,76.5961908137076,11:24:40,8
12.358361085,76.5960370166667,11:15:00,4
12.3583290766667,76.5960757783333,11:16:35,9
12.3583578366667,76.59603277,11:15:05,7
12.35820083,76.5960605083333,11:15:36,6
12.3583334483333,76.5960350066667,11:17:30,8
12.358219435,76.5962518016667,11:16:03,9
12.3583317,76.5960338966667,11:17:36,9
12.3582067225337,76.5962105457001,11:24:32,7
12.3582408966667,76.5962499033333,11:16:06,9
12.358202215,76.5960981933333,11:15:42,8
12.3582147783333,76.5962499933333,11:16:02,9
12.3582026416667,76.596155705,11:15:49,7
12.35821869,76.5960107616667,11:15:26,7
12.3583323683333,76.5960612916667,11:16:37,9
12.358339005,76.5960318083333,11:16:44,8
12.3582544333333,76.5962036866667,11:24:17,7
12.3583375033333,76.5960339666667,11:17:02,6
12.3583148516667,76.5961197233333,11:16:29,10
12.3582082158671,76.5962174523667,11:24:31,7
12.3582539366667,76.5962005966667,11:24:13,5
12.358335715,76.596038415,11:17:14,7
12.3582496183333,76.5962413716667,11:16:08,9
12.3583639233333,76.59603675,11:14:58,6
12.3582756716667,76.5962018466667,11:16:15,8
12.358337675,76.5960407983333,11:17:12,7
12.3583392933333,76.596031865,11:16:45,6
12.3582164083333,76.5962337183333,11:24:26,4
12.3582005616667,76.5962305833333,11:15:59,7
12.3583570366667,76.5960327683333,11:15:07,7
12.3583358033333,76.596034955,11:17:21,7
12.3582511433333,76.59619853,11:24:03,4
12.3582918083333,76.5961761183333,11:16:20,8
12.3582036966667,76.5960535766667,11:15:34,9
12.358253855,76.5962027566667,11:24:08,6
12.3582987983333,76.5960286883333,11:15:16,5
12.35819954,76.5962049,11:15:55,7
12.35835091,76.5960309616667,11:15:09,8
12.3583378933333,76.5960342,11:17:00,6
12.3583575183333,76.5960336116667,11:15:04,5
12.358249035,76.5961938833333,11:24:46,7
12.3582598733333,76.5962269433333,11:16:11,8
12.35833173,76.596034135,11:17:35,9
12.3583183316667,76.596025685,11:15:13,4
12.358335715,76.596035125,11:17:18,7
12.35833353,76.596034235,11:17:31,8
12.3582041416667,76.59607353,11:15:39,9
12.35824857,76.5962075716667,11:24:49,7
12.3582559916667,76.5962051116667,11:24:07,5
12.3583391566667,76.5960318433333,11:16:45,6
12.35828288,76.5961890283333,11:16:18,8
12.35830167,76.5961508883333,11:16:24,7
12.3583339133333,76.5960340483333,11:17:40,9
12.358250825,76.596209205,11:24:20,4
12.358201985,76.5960455583333,11:15:32,9
12.3582399371784,76.5961894453743,11:24:39,7
12.3583322566667,76.5960334633333,11:17:38,9
12.35820297,76.5961574683333,11:15:49,8
12.358242115,76.5961871216667,11:24:44,8
12.358335935,76.5960352066667,11:17:16,7
12.3583391316667,76.5960325483333,11:16:52,8
12.3583121516667,76.596025465,11:15:14,5
12.358249065,76.5962422983333,11:16:08,9
12.3583577816667,76.5960324133333,11:15:06,7
12.3581994933333,76.5962217233333,11:15:57,7
12.358202235,76.5960879116667,11:15:41,6
12.3583329516667,76.5960586683333,11:16:38,10
12.3582549766667,76.5962033183333,11:24:18,6
12.3582044683333,76.5960556,11:15:35,9
12.358224985,76.5962527466667,11:16:04,9
12.35825185,76.5962383316667,11:16:09,9
12.35825444,76.596206045,11:24:55,8
12.3582554183333,76.5962034433333,11:24:10,4
12.358227305167,76.5962280419036,11:24:27,4
12.3582796483333,76.5960414566667,11:15:18,4
12.358201875,76.5960378066667,11:15:31,8
12.3582171308671,76.5962320190334,11:24:29,7
12.3583353233333,76.5960350666667,11:17:19,6
12.3583380116667,76.596033665,11:16:42,9
12.358286725,76.596033585,11:15:17,4
12.3582491066667,76.596203075,11:24:48,7
12.3582357216667,76.5961854116667,11:24:43,7
12.358302785,76.596147515,11:16:25,8
12.3582203583333,76.59601155,11:15:25,7
12.35833213,76.5960335966667,11:17:38,9
12.3583319583333,76.5960636983333,11:16:37,9
12.358253595,76.5962023883333,11:24:14,6
12.3582830316667,76.5961913116667,11:16:17,7
12.3583385466667,76.5960323066667,11:16:51,7
12.3582564883333,76.596201915,11:24:06,4
12.35830832,76.5961371783333,11:16:27,9
12.3582073575337,76.5961982623667,11:24:34,8
12.3583359416667,76.5960354783333,11:17:17,7
12.35820439,76.5961345783333,11:15:47,9
12.3582550816667,76.5962036366667,11:24:11,7
12.3583580416667,76.596033935,11:15:03,7
12.3582276566667,76.596186515,11:24:42,7
12.35820229,76.5961195616667,11:15:45,8
12.3583320883333,76.596033515,11:17:38,9
12.35825473,76.5962052766667,11:24:57,6
12.3582718578891,76.5960450354525,11:15:21,4
12.358365155,76.596036665,11:14:55,5
12.3583105666667,76.596131015,11:16:27,10
12.3583347616667,76.5960347983333,11:17:25,8
12.3583021966667,76.5960267083333,11:15:15,5
12.3583392783333,76.596031805,11:16:46,6
12.358335755,76.5960350583333,11:17:20,6
12.35820158,76.5961735466667,11:15:52,8
12.3582124942004,76.5961891257001,11:24:35,8
12.35833507,76.5960355366667,11:17:23,7
12.3582020766667,76.5960829483333,11:15:40,7
12.35820217,76.5962306083333,11:24:28,7
12.358337945,76.5960341033333,11:17:01,6
12.3582160858671,76.5961855823667,11:24:36,8
12.3582066092004,76.5962090657001,11:24:32,7
12.3582537966667,76.5962023233333,11:24:13,6
12.3583336816667,76.596034015,11:17:32,7
12.3582340566667,76.59601537,11:15:24,7
12.3583383216667,76.5960367333333,11:17:10,7
12.3582029733333,76.5960517133333,11:15:33,9
12.358337925,76.5960345116667,11:16:42,9
12.3582541383333,76.5962031716667,11:24:15,7
12.358200235,76.596229165,11:15:58,7
12.358327985,76.59608128,11:16:35,9
12.35836127,76.5960349966667,11:15:01,8
12.3583257433333,76.59608841,11:16:34,10
12.3582020433333,76.596192995,11:15:54,7
12.35823165,76.5962296583333,11:24:24,6
12.3583369266667,76.5960346983333,11:16:58,5
12.3582536416667,76.596203185,11:24:09,6
12.3583334583333,76.5960348966667,11:17:30,7
12.3583322066667,76.5960343983333,11:17:34,9
12.3582021783333,76.5961786783333,11:15:52,7
12.35833168,76.59603398,11:17:36,9
12.3582883816667,76.5961819183333,11:16:19,7
12.35834509,76.596030275,11:15:10,6
12.3582413983333,76.596223365,11:24:22,7
12.3583357116667,76.596034965,11:17:21,7
12.3581990766667,76.5962081133333,11:15:56,7
12.3582469433333,76.5962160383333,11:24:21,4
12.3583362116667,76.59604183,11:16:40,9
12.3583393833333,76.596032005,11:16:43,9
12.358199865,76.596061495,11:15:36,7
12.3582213566667,76.5962523083333,11:16:03,9
12.3582543983333,76.5962061016667,11:24:52,6
12.358239595,76.5962504216667,11:16:06,9
12.3582465747417,76.5961942094077,11:24:37,8
12.3583391166667,76.596033325,11:16:53,7
12.3582533883333,76.5961977033333,11:24:05,4
12.3583392233333,76.59603194,11:16:47,6
12.3583376416667,76.5960362316667,11:17:07,7
12.3582369766667,76.5962270766667,11:24:23,7
12.3583383916667,76.5960336166667,11:16:55,7
12.3583391883333,76.5960319766667,11:16:44,8
12.3582539316667,76.5962042883333,11:24:17,7
12.3582032,76.59612614,11:15:46,8
12.3582517083333,76.5962006583333,11:24:47,7
12.3583635216667,76.5960367733333,11:14:58,8
12.3583375166667,76.5960339333333,11:17:02,6
12.35821777,76.5962338483333,11:24:26,4
12.3583297033333,76.596027945,11:15:12,6
12.3583564283333,76.5960331483333,11:15:07,8
12.3583391683333,76.59603198,11:16:48,6
12.3581998033333,76.5960615783333,11:15:36,7
12.3583099616667,76.59613271,11:16:27,9
12.3582098958671,76.5962236273667,11:24:30,7
12.3583393283333,76.596031725,11:16:43,8
12.3583253333333,76.5960899916667,11:16:33,9
12.358250115,76.596196305,11:24:46,7
12.35831773,76.5961113266667,11:16:30,8
12.358337845,76.5960356983333,11:16:41,9
12.3583336733333,76.5960282983333,11:15:11,8
12.358295255,76.5960295533333,11:15:16,6
12.3583080616667,76.5960249766667,11:15:14,8
12.3582545433333,76.59620616,11:24:54,8
12.35829779,76.5961591633333,11:16:23,7
12.358199165,76.5960616866667,11:15:37,6
12.358201685,76.5960124566667,11:15:27,8
12.3582538166667,76.5962046766667,11:24:16,5
12.3583364566667,76.5960338766667,11:16:57,7
12.358252745,76.596198135,11:24:04,4
12.3582016566667,76.5961079933333,11:15:43,8
12.3582098858671,76.5961920807001,11:24:35,8
12.3582039633333,76.5960537383333,11:15:34,9
12.35824047,76.596224565,11:24:22,7
12.3583350766667,76.596035005,11:17:24,7
12.3582554483333,76.5962043883333,11:24:07,7
12.3582039366667,76.59624115,11:16:00,9
12.358202435,76.5961701833333,11:15:51,8
12.3582505166667,76.59619733,11:24:46,7
12.3583377433333,76.5960365766667,11:17:10,7
12.3582540866667,76.5962008016667,11:24:12,5
12.3583350383333,76.5960348966667,11:17:24,7
12.3583366483333,76.5960357033333,11:17:06,6
12.3583355866667,76.5960350783333,11:17:18,6
12.35833497,76.596028705,11:15:11,8
12.3582548783333,76.596205195,11:24:56,6
12.358336735,76.5960364716667,11:17:15,7
12.3583242983333,76.596092935,11:16:33,8
12.35820283,76.5960112466667,11:15:27,8
12.358309365,76.5960253266667,11:15:14,8
12.3583359633333,76.596038755,11:17:13,7
12.35831618,76.5960255766667,11:15:13,5
12.3583342166667,76.5960521233333,11:16:39,10
12.3583377616667,76.5960377383333,11:17:11,6
12.358201975,76.5960904566667,11:15:41,7
12.3582325483333,76.5962527083333,11:16:05,9
12.35824446,76.5960176983333,11:15:23,4
12.3582540516667,76.596205885,11:24:55,6
12.3582546283333,76.596203345,11:24:10,4
12.3583338366667,76.5960545116667,11:16:38,10
12.3582145983333,76.596009175,11:15:26,7
12.3582020416667,76.5960411033333,11:15:31,9
12.3582114558671,76.5962260140334,11:24:30,7
12.3582533016667,76.596207845,11:24:51,6
12.35820332,76.5961602233333,11:15:50,7
12.358336445,76.5960353133333,11:17:05,7
12.3582016916667,76.5960949166667,11:15:42,8
12.358212815,76.5962486766667,11:16:02,9
12.3582035416667,76.5961421866667,11:15:48,7
12.3583060866667,76.5961410616667,11:16:26,9
12.35825468,76.5961987483333,11:24:06,4
12.35833736,76.5960388233333,11:17:12,6
12.358338675,76.596032125,11:16:50,6
12.3583370383333,76.5960347033333,11:16:59,7
12.358338,76.5960375233333,11:17:11,7
12.3582549683333,76.5962024366667,11:24:11,6
12.3582540283333,76.59620267,11:24:14,7
12.3583386216667,76.5960320266667,11:16:42,8
12.3582546283333,76.5962053066667,11:24:57,6
12.3583341283333,76.5960351166667,11:17:27,8
12.3583114733333,76.596127755,11:16:28,9
12.3582082442004,76.5961955840334,11:24:34,8
12.3582626766667,76.5962235616667,11:16:12,8
12.3583055533333,76.5960249816667,11:15:15,7
12.3583574066667,76.5960346666667,11:15:03,9
12.35824597,76.59601774,11:15:23,4
12.358333945,76.5960340633333,11:17:41,9
12.3583387716667,76.59603341,11:16:54,7
12.3582030933333,76.5960800116667,11:15:40,7
12.3582628216667,76.596036155,11:15:21,5
12.3582541516667,76.5962043316667,11:24:19,4
12.358220375,76.5962333466667,11:24:25,6
12.3583391666667,76.59603178,11:16:46,6
12.3583360533333,76.5960349833333,11:17:20,6
12.3582019183333,76.5961767366667,11:15:52,8
12.3582459616667,76.5961905683333,11:24:45,7
12.3582010942999,76.5961971897845,11:24:28,4
12.3583364183333,76.5960349833333,11:17:01,7
12.3583023583333,76.5961484233333,11:16:24,8
12.3583366983333,76.5960352533333,11:17:04,7
12.3583334316667,76.5960351916667,11:17:28,7
12.3582040716667,76.5960769733333,11:15:39,7
12.3582023283333,76.5961124533333,11:15:44,9
12.3583349183333,76.5960343416667,11:17:32,7
12.3582735616667,76.5962053016667,11:16:15,8
12.358233908845,76.596188192041,11:24:38,8
12.3582123775337,76.5962270907001,11:24:30,5
12.3582657616667,76.5962189916667,11:16:12,8
12.3583380666667,76.5960330666667,11:16:42,8
12.35825403,76.5962028316667,11:24:15,7
12.358253935,76.5962346566667,11:16:10,8
12.3582193016667,76.5961835016667,11:24:41,7
12.3583338133333,76.5960351216667,11:17:27,7
12.3582020433333,76.5961897483333,11:15:54,7
12.3582291016667,76.59623099,11:24:24,6
12.3583357483333,76.596034685,11:16:58,5
12.3583374333333,76.59603648,11:17:08,7
12.3583354133333,76.5960354533333,11:17:22,7
12.3583322983333,76.5960346566667,11:17:34,7
12.3582006216667,76.596232145,11:15:59,8
12.358331665,76.596034035,11:17:36,9
12.3582713316667,76.59603411,11:15:20,2
12.35834785,76.5960309716667,11:15:10,6
12.358255175,76.5962042166667,11:24:07,7
12.3582451366667,76.5962473383333,11:16:07,9
12.3582023316667,76.5961819416667,11:15:53,7
12.3582973633333,76.59616034,11:16:22,8
12.35833391,76.59603403,11:17:40,9
12.358336145,76.5960351483333,11:17:16,7
12.3582234166667,76.5962527383333,11:16:04,9
12.3582378266667,76.596185835,11:24:43,7
12.3582028016667,76.596049585,11:15:32,9
12.3583339066667,76.5960349366667,11:17:33,5
12.3581994483333,76.5962166883333,11:15:57,7
12.3582548666667,76.5962051416667,11:24:56,6
12.3582012516667,76.596034545,11:15:30,8
12.358243065,76.5961880066667,11:24:44,7
12.3583610266667,76.59603743,11:15:00,4
12.3583374033333,76.5960364233333,11:17:08,7
12.35833685,76.5960365333333,11:17:14,7
12.3582037316667,76.5961295916667,11:15:46,8
12.3582508783333,76.5961982016667,11:24:47,7
12.3582185416667,76.596251545,11:16:03,9
12.35833891,76.5960317383333,11:16:43,8
12.358332395,76.5960280666667,11:15:12,8
12.358201925,76.5962356166667,11:15:59,8
12.35827633,76.596200665,11:16:16,7
12.3582534666667,76.5961982866667,11:24:05,4
12.3583333916667,76.5960350416667,11:17:30,8
12.358292075,76.5961726633333,11:16:20,7
12.3583341333333,76.5960338516667,11:17:32,6
12.3582486516667,76.5962116016667,11:24:20,5
12.35825443,76.59620668,11:24:52,8
12.3583376383333,76.596036815,11:16:41,9
12.3582028083333,76.596153005,11:15:49,6
12.3582441421784,76.5961922087076,11:24:40,8
12.35822237,76.5960121283333,11:15:25,7
12.358234875,76.5962520383333,11:16:05,9
12.358336005,76.5960430616667,11:16:40,9
12.3583548016667,76.5960319666667,11:15:08,8
12.3582988083333,76.5961571383333,11:16:23,7
12.3583354516667,76.5960352783333,11:17:22,7
12.3582545616667,76.5962063433333,11:24:53,6
12.35825313,76.59620547,11:24:16,5
12.3583556583333,76.596032755,11:15:08,8
12.3582027733333,76.5960533166667,11:15:33,9
12.358254,76.5962083516667,11:24:50,7
12.3582544183333,76.59620637,11:24:54,8
12.35833188,76.5960337233333,11:17:37,9
12.3583368683333,76.59603595,11:17:15,7
12.358252305,76.59619836,11:24:03,4
12.35827181,76.5962093166667,11:16:14,8
12.35833196,76.5960342666667,11:17:35,9
12.3582460166667,76.5962458033333,11:16:07,9
12.3583577683333,76.59603216,11:15:06,7
12.3581993066667,76.5961991816667,11:15:55,7
12.3582936116667,76.5961687483333,11:16:21,7
12.358329785,76.5960727116667,11:16:36,8
12.3581996516667,76.5960643033333,11:15:37,6
12.3582062866667,76.5960109733333,11:15:27,8
12.3582441633333,76.59622005,11:24:21,6
12.3582545883333,76.59620629,11:24:53,6
12.3583351966667,76.5960353166667,11:17:23,7
12.358284765,76.5960374316667,11:15:18,3
12.358336325,76.5960350916667,11:17:03,7
12.3582132558671,76.5962281023668,11:24:29,5
12.3583067466667,76.5961403816667,11:16:26,8
12.3582685666667,76.5962146533333,11:16:13,8
12.3582875583333,76.59618316,11:16:18,7
12.358254,76.5962048283333,11:24:17,7
12.3582024533333,76.5961629533333,11:15:50,8
12.35833664,76.5960352766667,11:17:05,6
12.3583394633333,76.5960327783333,11:16:52,7
12.35825329,76.596208045,11:24:51,6
12.358337695,76.59603629,11:17:07,7
12.3582342483333,76.5962283633333,11:24:23,6
12.3583355016667,76.5960351583333,11:17:21,7
12.3582011677517,76.5961874177435,11:24:27,4
12.3583368816667,76.5960347883333,11:16:59,7
12.3583391033333,76.5960368116667,11:17:11,6
12.3583393666667,76.596032965,11:16:52,7
12.3582504783333,76.5962401483333,11:16:09,9
12.358282345,76.5961928166667,11:16:17,7
12.3582010360258,76.5961912933843,11:24:27,4
12.35833585,76.59603498,11:17:19,6
12.358200905,76.5960670766667,11:15:38,7
12.3582579133333,76.5960270116667,11:15:21,5
12.3582530083333,76.5962063833333,11:24:19,6
12.358337355,76.5960379516667,11:16:41,9
12.3582640333333,76.59622134,11:16:12,8
12.35825121,76.59601997,11:15:22,3
12.35820244,76.5961642816667,11:15:50,8
12.358335665,76.5960350166667,11:17:21,7
12.35833854,76.5960334583333,11:16:54,7
12.3582085458671,76.5962188140334,11:24:31,7
12.35833707,76.5960391616667,11:16:41,10
12.3582230583333,76.59623268,11:24:25,6
12.35833388,76.5960352566667,11:17:27,7
12.35833762,76.5960363383333,11:17:09,7
12.3583369766667,76.5960366433333,11:17:14,7
12.3582023833333,76.596115235,11:15:44,9
12.3582442266667,76.5961888683333,11:24:45,8
12.358243035,76.5962487366667,11:16:07,9
12.3583377116667,76.596038275,11:17:12,6
12.3583388783333,76.5960320416667,11:16:45,8
12.3582022716667,76.596238675,11:16:00,9
12.35820253,76.5961673966667,11:15:51,8
12.35833145,76.596066785,11:16:37,9
12.3583247916667,76.5960914533333,11:16:33,9
12.3582543366667,76.59620117,11:24:12,5
12.3583390833333,76.5960320166667,11:16:48,6
12.3582936833333,76.59617236,11:16:20,7
12.3583363466667,76.5960353916667,11:17:06,6
12.3582423216667,76.59622232,11:24:22,6
12.3583645216667,76.5960366716667,11:14:57,6
12.358226065,76.5962319833333,11:24:24,6
12.3583349466667,76.5960346633333,11:16:58,5
12.3582544416667,76.5962032683333,11:24:09,7
12.3583389466667,76.5960334316667,11:16:53,7
12.3583343883333,76.5960350116667,11:17:26,8
12.35827676,76.5960367366667,11:15:19,2
12.3582134125337,76.5961882573667,11:24:36,8
12.3582551083333,76.59620401,11:24:08,7
12.3582215866667,76.5961846916667,11:24:41,8
12.35833347,76.59603448,11:17:31,7
12.3582486,76.596207155,11:24:49,7
12.3583378566667,76.5960341383333,11:17:00,6
12.3583374066667,76.5960365,11:17:08,7
12.3583593733333,76.5960338666667,11:15:02,8
12.35830117,76.5961522533333,11:16:24,7
12.358337045,76.596035285,11:17:15,8
12.35822635,76.596186465,11:24:42,8
12.358336765,76.5960345016667,11:17:00,8
12.3582021766667,76.596046835,11:15:32,9
12.358334695,76.5960344483333,11:17:33,7
12.3583391383333,76.59603185,11:16:47,6
12.358201155,76.596031495,11:15:30,8
12.3583370383333,76.596035105,11:17:16,8
12.35832869,76.5960787883333,11:16:35,9
12.35833305,76.5960352633333,11:17:29,7
12.3583049883333,76.5961426566667,11:16:25,9
12.3581996166667,76.59622005,11:15:57,7
12.3582542483333,76.59620533,11:24:56,6
12.35833333,76.5960572266667,11:16:38,10
12.358255195,76.596203055,11:24:18,6
12.3582027333333,76.5960590466667,11:15:35,9
12.35830716,76.5961394333333,11:16:26,9
12.35833634,76.596039445,11:17:13,6
12.3582968983333,76.596161745,11:16:22,7
12.3582898016667,76.59617993,11:16:19,7
12.3582020966667,76.596059835,11:15:36,7
12.35825479,76.596203555,11:24:08,5
12.3582203533333,76.5962519983333,11:16:03,9
12.3581990666667,76.5960142433333,11:15:28,6
12.3582018116667,76.5961794833333,11:24:37,8
12.358228335167,76.5962280985703,11:24:26,4
12.3582869633333,76.5961844983333,11:16:18,7
12.3583650533333,76.59603667,11:14:56,6
12.3582000678702,76.5961960182362,11:24:27,4
12.3583354,76.596035605,11:17:22,7
12.3583359766667,76.59603501,11:17:20,6
12.3582545133333,76.5962062416667,11:24:52,6
12.3582118883333,76.596247795,11:16:02,9
12.35830436,76.5961437883333,11:16:25,8
12.3582262033333,76.5960121333333,11:15:25,7
12.3582319221784,76.5961884503743,11:24:38,8
12.3583385566667,76.5960367833333,11:17:11,6
12.3582567466667,76.59620424,11:24:06,4
12.3583318966667,76.596033755,11:17:37,9
12.3582320733333,76.59618547,11:24:42,7
12.3582706716667,76.596211415,11:16:14,8
12.3582027016667,76.5961237166667,11:15:45,8
12.358252515,76.5962371583333,11:16:09,9
12.3583549966667,76.5960323433333,11:15:08,8
12.3583338133333,76.5960351666667,11:17:27,8
12.3581992333333,76.59601796,11:15:29,7
12.3582522833333,76.59620724,11:24:19,6
12.358255535,76.5962327916667,11:16:10,8
12.3583346933333,76.5960349483333,11:17:25,8
12.3582768533333,76.5962026166667,11:16:15,7
12.35833861,76.596032115,11:16:50,6
12.3581991783333,76.5960617416667,11:15:37,5
12.358260775,76.5962258316667,11:16:11,8
12.3582563066667,76.59602511,11:15:22,4
12.3583316166667,76.596034285,11:17:35,10
12.3583239933333,76.5960268033333,11:15:13,5
12.3583358716667,76.5960340816667,11:16:57,7
12.3582529016667,76.5961975016667,11:24:04,4
12.358329385,76.596074255,11:16:36,8
12.3583338983333,76.5960340733333,11:17:39,9
12.358286435,76.5960376683333,11:15:17,3
